Al 2 1670.79A
Al 2 2661.15A
Al 2 2669.95A
Al 3 1854.72A
Al 3 1862.79A
Al 6 2429.13A
Ar 3 7137.76A
Ar 3 7753.24A
Ar 4 2854.50A
Ar 4 2869.06A
Ar 4 4712.58A
Ar 4 4741.45A
Ar 4 7172.68A
Ar 4 7239.77A
Ar 4 7265.33A
Ar 5 2691.85A
Ar 5 6436.90A
Ar 5 7007.76A
C 1 1560.31A
C 1 1560.68A
C 1 1560.71A
C 1 1561.34A
C 1 1561.37A
C 1 1561.44A
C 1 1656.27A
C 1 1656.93A
C 1 1657.01A
C 1 1657.38A
C 1 1657.91A
C 1 1658.12A
C 1 1992.01A
C 1 1993.62A
C 1 2479.31A
C 1 2583.67A
C 1 8729.52A
C 1 9826.82A
C 1 9852.96A
C 2 1036.34A
C 2 1037.02A
C 2 1334.53A
C 2 1335.66A
C 2 1335.71A
C 2 2324.21A
C 2 2325.40A
C 2 2326.11A
C 2 2327.65A
C 2 2328.84A
C 3 1174.93A
C 3 1175.59A
C 3 1906.68A
C 3 1908.73A
C 4 1548.19A
C 4 1550.78A
Ca 2 3934.78A
Ca 2 3969.59A
Ca 2 7293.48A
Ca 2 7325.90A
Ca 2 8500.36A
Ca 2 8544.44A
Ca 2 8664.52A
Ca 5 5310.59A
Ca 5 6088.06A
Ca 8 2.32180m
Cl 2 8581.05A
Cl 2 9126.10A
Cl 3 5519.24A
Cl 3 5539.41A
Cl 4 8047.84A
Co 2 1.01907m
Co 2 1.54742m
Co 2 1470.18A
Co 2 1575.91A
Co 2 1949.74A
Co 2 2019.45A
Cr 2 2060.44A
Cr 2 8002.28A
Cr 2 8127.53A
Cr 2 8231.93A
Cr 2 8310.77A
Cr 2 8359.94A
Fe 2 1.24888m
Fe 2 1.25248m
Fe 2 1.25702m
Fe 2 1.27069m
Fe 2 1.27913m
Fe 2 1.29462m
Fe 2 1.29813m
Fe 2 1.32092m
Fe 2 1.32814m
Fe 2 1.37219m
Fe 2 1.53389m
Fe 2 1.59991m
Fe 2 1.64400m
Fe 2 1.66422m
Fe 2 1.67733m
Fe 2 1.71159m
Fe 2 1.74541m
Fe 2 1.74890m
Fe 2 1.79759m
Fe 2 1.80051m
Fe 2 1.80989m
Fe 2 1.81189m
Fe 2 1.81393m
Fe 2 2.00724m
Fe 2 2.01567m
Fe 2 2.04657m
Fe 2 2.13335m
Fe 2 2.22437m
Fe 2 2328.11A
Fe 2 2333.52A
Fe 2 2338.72A
Fe 2 2345.00A
Fe 2 2348.83A
Fe 2 2349.02A
Fe 2 2359.83A
Fe 2 2360.72A
Fe 2 2365.55A
Fe 2 2380.00A
Fe 2 2381.49A
Fe 2 2382.77A
Fe 2 2383.79A
Fe 2 2389.36A
Fe 2 2396.15A
Fe 2 2396.36A
Fe 2 2399.97A
Fe 2 2405.16A
Fe 2 2405.62A
Fe 2 2407.39A
Fe 2 2411.25A
Fe 2 2411.80A
Fe 2 2414.04A
Fe 2 2484.95A
Fe 2 2494.05A
Fe 2 2599.15A
Fe 2 2600.17A
Fe 2 2607.87A
Fe 2 2612.65A
Fe 2 2614.60A
Fe 2 2618.40A
Fe 2 2621.19A
Fe 2 2622.45A
Fe 2 2626.45A
Fe 2 2629.08A
Fe 2 2631.83A
Fe 2 2632.11A
Fe 2 2733.26A
Fe 2 2740.36A
Fe 2 2750.13A
Fe 2 2756.55A
Fe 2 2775.55A
Fe 2 2881.60A
Fe 2 2927.44A
Fe 2 2954.64A
Fe 2 2971.38A
Fe 2 2980.22A
Fe 2 3176.30A
Fe 2 3228.67A
Fe 2 3256.83A
Fe 2 3278.29A
Fe 2 3282.24A
Fe 2 3296.77A
Fe 2 3303.81A
Fe 2 3377.17A
Fe 2 3388.06A
Fe 2 3441.98A
Fe 2 3453.29A
Fe 2 3456.10A
Fe 2 3502.63A
Fe 2 3505.02A
Fe 2 3540.20A
Fe 2 3915.61A
Fe 2 3931.42A
Fe 2 3939.40A
Fe 2 3946.33A
Fe 2 3970.52A
Fe 2 4115.63A
Fe 2 4178.37A
Fe 2 4178.87A
Fe 2 4180.04A
Fe 2 4212.29A
Fe 2 4234.36A
Fe 2 4245.16A
Fe 2 4246.01A
Fe 2 4278.03A
Fe 2 4288.60A
Fe 2 4307.10A
Fe 2 4315.52A
Fe 2 4320.83A
Fe 2 4348.07A
Fe 2 4354.00A
Fe 2 4359.58A
Fe 2 4360.56A
Fe 2 4373.66A
Fe 2 4383.97A
Fe 2 4385.55A
Fe 2 4415.02A
Fe 2 4417.51A
Fe 2 4433.69A
Fe 2 4453.35A
Fe 2 4459.20A
Fe 2 4462.69A
Fe 2 4471.55A
Fe 2 4476.16A
Fe 2 4490.01A
Fe 2 4493.89A
Fe 2 4510.87A
Fe 2 4516.17A
Fe 2 4521.49A
Fe 2 4529.65A
Fe 2 4557.17A
Fe 2 4581.35A
Fe 2 4584.12A
Fe 2 4585.12A
Fe 2 4621.81A
Fe 2 4630.64A
Fe 2 4640.97A
Fe 2 4650.25A
Fe 2 4665.75A
Fe 2 4668.06A
Fe 2 4671.49A
Fe 2 4729.39A
Fe 2 4732.78A
Fe 2 4773.40A
Fe 2 4776.05A
Fe 2 4799.62A
Fe 2 4815.88A
Fe 2 4827.08A
Fe 2 4854.09A
Fe 2 4856.90A
Fe 2 4869.10A
Fe 2 4872.64A
Fe 2 4875.85A
Fe 2 4890.98A
Fe 2 4895.19A
Fe 2 4906.71A
Fe 2 4925.30A
Fe 2 4948.75A
Fe 2 4952.13A
Fe 2 4967.17A
Fe 2 4974.78A
Fe 2 4992.52A
Fe 2 4994.75A
Fe 2 5002.14A
Fe 2 5006.91A
Fe 2 5008.02A
Fe 2 5019.84A
Fe 2 5021.63A
Fe 2 5044.93A
Fe 2 5073.81A
Fe 2 5102.09A
Fe 2 5109.37A
Fe 2 5113.05A
Fe 2 5121.78A
Fe 2 5134.10A
Fe 2 5138.23A
Fe 2 5147.56A
Fe 2 5152.38A
Fe 2 5155.84A
Fe 2 5159.44A
Fe 2 5160.21A
Fe 2 5165.39A
Fe 2 5170.47A
Fe 2 5173.08A
Fe 2 5183.39A
Fe 2 5186.23A
Fe 2 5200.62A
Fe 2 5221.51A
Fe 2 5258.40A
Fe 2 5263.09A
Fe 2 5270.34A
Fe 2 5274.81A
Fe 2 5277.47A
Fe 2 5279.84A
Fe 2 5284.58A
Fe 2 5285.58A
Fe 2 5298.30A
Fe 2 5318.09A
Fe 2 5327.03A
Fe 2 5335.13A
Fe 2 5349.14A
Fe 2 5364.36A
Fe 2 5377.95A
Fe 2 5414.16A
Fe 2 5426.77A
Fe 2 5434.64A
Fe 2 5478.76A
Fe 2 5497.35A
Fe 2 5528.87A
Fe 2 5536.38A
Fe 2 5557.83A
Fe 2 5656.43A
Fe 2 5747.29A
Fe 2 5748.56A
Fe 2 5993.04A
Fe 2 6046.22A
Fe 2 6085.80A
Fe 2 6115.01A
Fe 2 6371.22A
Fe 2 6434.46A
Fe 2 6442.18A
Fe 2 6517.88A
Fe 2 6560.31A
Fe 2 6811.10A
Fe 2 6875.74A
Fe 2 6898.08A
Fe 2 7157.13A
Fe 2 7173.98A
Fe 2 7390.21A
Fe 2 7454.59A
Fe 2 7639.64A
Fe 2 7667.41A
Fe 2 7689.05A
Fe 2 7713.85A
Fe 2 7735.29A
Fe 2 7766.82A
Fe 2 7876.41A
Fe 2 8619.32A
Fe 2 8894.35A
Fe 2 9035.98A
Fe 2 9054.43A
Fe 2 9229.15A
Fe 2 9270.11A
Fe 2 9401.62A
Fe 2 9473.53A
Fe 3 4659.31A
Fe 3 4702.94A
Fe 3 4755.97A
Fe 3 4882.48A
Fe 3 5271.87A
Fe 4 2568.17A
Fe 4 2568.38A
Fe 4 2824.33A
Fe 4 2830.19A
Fe 4 2836.57A
Fe 4 3095.86A
Fe 4 4145.37A
Fe 4 4153.51A
Fe 4 4207.78A
Fe 4 4210.06A
Fe 4 4869.31A
Fe 4 4869.52A
Fe 4 4901.34A
Fe 4 4904.44A
Fe 4 4907.93A
Fe 4 4919.35A
Fe 4 5033.85A
Fe 4 5034.99A
Fe 4 5235.22A
Fe 4 5800.36A
Fe 4 5801.88A
Fe 4 6741.68A
Fe 4 6794.36A
Fe 4 6999.03A
Fe 4 7185.97A
Fe 4 7193.21A
Fe 4 7194.35A
Fe 4 7224.75A
Fe 5 2731.02A
Fe 5 2751.70A
Fe 5 2829.07A
Fe 5 3756.77A
Fe 5 3784.29A
Fe 5 3796.02A
Fe 5 3821.04A
Fe 5 3840.36A
Fe 5 3892.38A
Fe 5 3896.33A
Fe 5 3912.44A
Fe 5 4072.39A
Fe 5 4181.77A
Fe 5 8345.02A
Fe 6 1.34966m
Fe 6 1984.42A
Fe 6 2145.76A
Fe 6 2261.59A
Fe 6 3493.10A
Fe 6 3556.62A
Fe 6 3574.88A
Fe 6 3663.55A
Fe 6 3814.63A
Fe 6 3890.51A
Fe 6 3906.12A
Fe 6 4968.53A
Fe 6 4973.87A
Fe 6 5147.19A
Fe 6 5177.49A
Fe 6 5336.67A
Fe 6 5425.74A
Fe 6 5428.15A
Fe 6 5632.64A
Fe 6 5678.54A
Fe 7 2016.02A
Fe 7 3587.34A
Fe 7 3759.99A
Fe 7 4699.56A
Fe 7 4894.74A
Fe 7 4943.86A
Fe 7 4989.94A
Fe 7 5160.33A
Fe 7 5277.85A
Fe 7 5722.30A
Fe 7 6088.65A
H 1 1.00521m
H 1 1.09410m
H 1 1.28215m
H 1 1.49713m
H 1 1.58848m
H 1 1.61136m
H 1 1.64116m
H 1 1.68110m
H 1 1.73667m
H 1 1.81790m
H 1 1.87561m
H 1 1.94507m
H 1 1025.72A
H 1 1215.67A
H 1 2.16611m
H 1 3670.51A
H 1 3672.52A
H 1 3674.80A
H 1 3677.41A
H 1 3680.40A
H 1 3683.85A
H 1 3687.88A
H 1 3692.60A
H 1 3698.20A
H 1 3704.90A
H 1 3713.02A
H 1 3722.99A
H 1 3735.43A
H 1 3751.21A
H 1 3771.70A
H 1 3798.97A
H 1 3836.47A
H 1 3890.15A
H 1 3971.19A
H 1 4102.89A
H 1 4341.68A
H 1 4862.69A
